channel_id,sequence,send_height,send_time,ack_height,ack_time,block_delay,fee_amount,fee_denom
channel-141,4403899,25128772,2025-04-04T03:59:17.127250,25128775,2025-04-04T03:59:31.392442,3,638uatom,
channel-141,4403898,25128770,2025-04-04T03:59:04.554117,25128772,2025-04-04T03:59:17.127250,2,2273uatom,
channel-141,4403897,25128769,2025-04-04T03:58:58.528744,25128771,2025-04-04T03:59:10.649875,2,638uatom,
channel-342,8385,25128766,2025-04-04T03:58:40.177233,25128770,2025-04-04T03:59:04.554117,4,2575uatom,
channel-141,4403896,25128762,2025-04-04T03:58:15.118357,25128764,2025-04-04T03:58:27.713829,2,2662uatom,
channel-288,18891,25128760,2025-04-04T03:58:05.269520,25128763,2025-04-04T03:58:21.568850,3,2206uatom,
channel-141,4403895,25128758,2025-04-04T03:57:52.722119,25128760,2025-04-04T03:58:05.269520,2,2991uatom,
channel-141,4403894,25128753,2025-04-04T03:57:22.296889,25128755,2025-04-04T03:57:34.269666,2,1954uatom,
channel-141,4403893,25128752,2025-04-04T03:57:16.332573,25128755,2025-04-04T03:57:34.269666,3,697uatom,
channel-141,4403892,25128748,2025-04-04T03:56:52.027797,25128750,2025-04-04T03:57:04.004238,2,1719uatom,
channel-569,345432,25128743,2025-04-04T03:56:25.358743,25128745,2025-04-04T03:56:33.582886,2,643uatom,
channel-141,4403891,25128730,2025-04-04T03:55:08.392829,25128732,2025-04-04T03:55:20.465745,2,1972uatom,
channel-141,4403890,25128722,2025-04-04T03:54:20.572378,25128724,2025-04-04T03:54:32.775331,2,636uatom,
channel-293,14915,25128707,2025-04-04T03:52:54.838902,25128711,2025-04-04T03:53:16.924015,4,585uatom,
channel-859,24823,25128699,2025-04-04T03:52:06.569706,25128703,2025-04-04T03:52:30.510961,4,7117uatom,
channel-141,4403889,25128685,2025-04-04T03:50:43.431843,25128688,2025-04-04T03:50:59.710225,3,394uatom,
channel-141,4403888,25128684,2025-04-04T03:50:37.364618,25128687,2025-04-04T03:50:53.559155,3,423uatom,
channel-141,4403887,25128682,2025-04-04T03:50:25.069317,25128685,2025-04-04T03:50:43.431843,3,682uatom,
channel-569,345431,25128678,2025-04-04T03:50:05.143374,25128681,2025-04-04T03:50:19.109883,3,415uatom,
channel-141,4403886,25128675,2025-04-04T03:49:47.127480,25128677,2025-04-04T03:49:59.263981,2,2734uatom,
channel-141,4403885,25128665,2025-04-04T03:48:45.161527,25128667,2025-04-04T03:48:57.516125,2,420uatom,
channel-141,4403884,25128660,2025-04-04T03:48:16.837692,25128663,2025-04-04T03:48:32.939282,3,735uatom,
channel-141,4403883,25128653,2025-04-04T03:47:34.133262,25128655,2025-04-04T03:47:46.492629,2,3323uatom,
channel-141,4403882,25128647,2025-04-04T03:47:01.607591,25128649,2025-04-04T03:47:13.707542,2,735uatom,
channel-141,4403881,25128644,2025-04-04T03:46:43.378990,25128646,2025-04-04T03:46:55.473761,2,2297uatom,
channel-141,4403880,25128640,2025-04-04T03:46:18.915642,25128642,2025-04-04T03:46:31.220190,2,1632uatom,
channel-141,4403879,25128633,2025-04-04T03:45:39.108689,25128635,2025-04-04T03:45:50.938634,2,2313uatom,
channel-141,4403878,25128632,2025-04-04T03:45:32.921611,25128634,2025-04-04T03:45:45.016883,2,3026uatom,
channel-859,24822,25128622,2025-04-04T03:44:32.202119,25128626,2025-04-04T03:44:56.555338,4,1376uatom,
channel-141,4403877,25128621,2025-04-04T03:44:25.595685,25128624,2025-04-04T03:44:44.454143,3,757uatom,
channel-940,1412,25128619,2025-04-04T03:44:13.809133,25128622,2025-04-04T03:44:32.202119,3,3649uatom,
channel-141,4403876,25128614,2025-04-04T03:43:47.260852,25128617,2025-04-04T03:44:05.546735,3,2670uatom,
channel-326,131517,25128607,2025-04-04T03:43:07.774760,25128610,2025-04-04T03:43:23.793725,3,3668uatom,
channel-141,4403875,25128601,2025-04-04T03:42:26.354468,25128603,2025-04-04T03:42:43.149489,2,1965uatom,
channel-141,4403874,25128591,2025-04-04T03:41:28.908143,25128594,2025-04-04T03:41:43.060257,3,695uatom,
channel-141,4403873,25128590,2025-04-04T03:41:22.845100,25128592,2025-04-04T03:41:35.064531,2,2786uatom,
channel-141,4403872,25128579,2025-04-04T03:40:21.594555,25128581,2025-04-04T03:40:33.751509,2,638uatom,
channel-141,4403871,25128565,2025-04-04T03:38:56.258913,25128567,2025-04-04T03:39:08.465144,2,5900uatom,
channel-569,345430,25128562,2025-04-04T03:38:42.132490,25128564,2025-04-04T03:38:50.219544,2,1563uatom,
channel-141,4403870,25128561,2025-04-04T03:38:38.203381,25128564,2025-04-04T03:38:50.219544,3,3009uatom,
channel-141,4403869,25128555,2025-04-04T03:38:01.609363,25128557,2025-04-04T03:38:14.011706,2,7193uatom,
channel-141,4403868,25128554,2025-04-04T03:37:54.679576,25128556,2025-04-04T03:38:07.740035,2,638uatom,
channel-141,4403867,25128550,2025-04-04T03:37:34.265624,25128552,2025-04-04T03:37:46.427407,2,2213uatom,
channel-141,4403866,25128548,2025-04-04T03:37:22.005130,25128550,2025-04-04T03:37:34.265624,2,638uatom,
channel-141,4403865,25128545,2025-04-04T03:37:03.639881,25128547,2025-04-04T03:37:15.890113,2,2908uatom,
channel-569,345429,25128541,2025-04-04T03:36:39.448212,25128544,2025-04-04T03:36:57.777026,3,2319uatom,
channel-141,4403863,25128538,2025-04-04T03:36:21.517522,25128540,2025-04-04T03:36:33.465760,2,2314uatom,
channel-141,4403864,25128538,2025-04-04T03:36:21.517522,25128540,2025-04-04T03:36:33.465760,2,2314uatom,
channel-141,4403862,25128537,2025-04-04T03:36:15.547611,25128539,2025-04-04T03:36:27.504711,2,2796uatom,
channel-141,4403861,25128531,2025-04-04T03:35:41.421514,25128533,2025-04-04T03:35:53.493101,2,679uatom,
channel-569,345428,25128526,2025-04-04T03:35:10.935221,25128528,2025-04-04T03:35:23.462914,2,414uatom,
channel-1266,44838,25128526,2025-04-04T03:35:10.935221,25128529,2025-04-04T03:35:29.487510,3,414uatom,
channel-141,4403860,25128526,2025-04-04T03:35:10.935221,25128528,2025-04-04T03:35:23.462914,2,414uatom,
channel-569,345427,25128520,2025-04-04T03:34:38.261221,25128523,2025-04-04T03:34:52.575808,3,2968uatom,
channel-569,345426,25128515,2025-04-04T03:34:07.487038,25128518,2025-04-04T03:34:26.152259,3,2163uatom,
channel-141,4403859,25128513,2025-04-04T03:33:55.318250,25128515,2025-04-04T03:34:07.487038,2,2301uatom,
channel-141,4403857,25128506,2025-04-04T03:33:14.713273,25128508,2025-04-04T03:33:27.017871,2,2347uatom,
channel-141,4403858,25128506,2025-04-04T03:33:14.713273,25128508,2025-04-04T03:33:27.017871,2,2347uatom,
channel-569,345425,25128505,2025-04-04T03:33:08.740443,25128507,2025-04-04T03:33:20.993519,2,2210uatom,
channel-569,345424,25128504,2025-04-04T03:33:02.654279,25128506,2025-04-04T03:33:14.713273,2,2662uatom,
channel-569,345423,25128496,2025-04-04T03:32:12.391820,25128498,2025-04-04T03:32:24.585264,2,2319uatom,
channel-141,4403856,25128495,2025-04-04T03:32:06.258884,25128498,2025-04-04T03:32:24.585264,3,753uatom,
channel-326,131516,25128490,2025-04-04T03:31:39.808182,25128493,2025-04-04T03:31:53.943517,3,2424uatom,
channel-569,345422,25128486,2025-04-04T03:31:15.624766,25128488,2025-04-04T03:31:27.541993,2,637uatom,
channel-141,4403855,25128483,2025-04-04T03:30:59.459864,25128485,2025-04-04T03:31:09.468622,2,2283uatom,
channel-339,16375,25128481,2025-04-04T03:30:50.393262,25128485,2025-04-04T03:31:09.468622,4,1852uatom,
channel-141,4403854,25128479,2025-04-04T03:30:38.068498,25128481,2025-04-04T03:30:50.393262,2,2826uatom,
channel-141,4403853,25128473,2025-04-04T03:30:03.112263,25128475,2025-04-04T03:30:15.400222,2,2935uatom,
channel-141,4403852,25128469,2025-04-04T03:29:38.068632,25128471,2025-04-04T03:29:50.836371,2,618uatom,
channel-141,4403851,25128467,2025-04-04T03:29:26.064027,25128469,2025-04-04T03:29:38.068632,2,1119uatom,
channel-141,4403850,25128459,2025-04-04T03:28:39.793348,25128461,2025-04-04T03:28:49.626668,2,2158uatom,
channel-141,4403849,25128457,2025-04-04T03:28:31.696956,25128459,2025-04-04T03:28:39.793348,2,483uatom,
channel-141,4403848,25128446,2025-04-04T03:27:24.030275,25128448,2025-04-04T03:27:36.474805,2,486uatom,
channel-141,4403847,25128441,2025-04-04T03:26:52.325608,25128443,2025-04-04T03:27:05.574797,2,636uatom,
channel-391,389404,25128432,2025-04-04T03:25:58.792224,25128436,2025-04-04T03:26:20.784987,4,696uatom,
channel-141,4403846,25128410,2025-04-04T03:23:54.626767,25128412,2025-04-04T03:24:04.626927,2,694uatom,
channel-141,4403845,25128382,2025-04-04T03:21:08.879433,25128385,2025-04-04T03:21:26.235233,3,697uatom,
channel-859,24821,25128378,2025-04-04T03:20:44.532250,25128381,2025-04-04T03:21:02.722098,3,628uatom,
channel-141,4403844,25128374,2025-04-04T03:20:19.722113,25128377,2025-04-04T03:20:38.412920,3,2666uatom,
channel-859,24820,25128366,2025-04-04T03:19:31.070429,25128369,2025-04-04T03:19:49.380296,3,595uatom,
channel-940,1411,25128366,2025-04-04T03:19:31.070429,25128370,2025-04-04T03:19:55.379448,4,595uatom,
channel-141,4403843,25128359,2025-04-04T03:18:52.807622,25128361,2025-04-04T03:19:04.899610,2,642uatom,
channel-277,52972,25128353,2025-04-04T03:18:18.270052,25128357,2025-04-04T03:18:42.802004,4,2668uatom,
channel-141,4403842,25128349,2025-04-04T03:17:55.367713,25128353,2025-04-04T03:18:18.270052,4,2217uatom,
channel-141,4403841,25128346,2025-04-04T03:17:37.020828,25128348,2025-04-04T03:17:49.148404,2,2788uatom,
channel-141,4403840,25128338,2025-04-04T03:16:48.844122,25128340,2025-04-04T03:17:00.921516,2,2373uatom,
channel-141,4403839,25128335,2025-04-04T03:16:30.490937,25128337,2025-04-04T03:16:42.786253,2,3668uatom,
channel-1266,44837,25128324,2025-04-04T03:15:28.828885,25128327,2025-04-04T03:15:47.639530,3,11347uatom,
channel-141,4403838,25128317,2025-04-04T03:14:50.203542,25128319,2025-04-04T03:15:02.471823,2,2447uatom,
channel-141,4403837,25128312,2025-04-04T03:14:19.383190,25128314,2025-04-04T03:14:31.998799,2,2440uatom,
channel-859,24819,25128310,2025-04-04T03:14:07.286374,25128314,2025-04-04T03:14:31.998799,4,7255uatom,
channel-141,4403836,25128304,2025-04-04T03:13:32.410464,25128306,2025-04-04T03:13:44.981433,2,682uatom,
channel-569,345421,25128295,2025-04-04T03:12:41.436734,25128298,2025-04-04T03:13:00.066165,3,1563uatom,
channel-141,4403835,25128290,2025-04-04T03:12:10.668551,25128293,2025-04-04T03:12:29.335600,3,2274uatom,
channel-141,4403834,25128279,2025-04-04T03:11:05.761540,25128281,2025-04-04T03:11:17.691403,2,694uatom,
channel-141,4403833,25128249,2025-04-04T03:08:09.429559,25128251,2025-04-04T03:08:21.358317,2,6949uatom,
channel-141,4403832,25128245,2025-04-04T03:07:44.886586,25128247,2025-04-04T03:07:56.829763,2,2276uatom,
channel-859,24818,25128234,2025-04-04T03:06:41.555455,25128238,2025-04-04T03:07:02.017469,4,2154uatom,
channel-859,24817,25128233,2025-04-04T03:06:35.525584,25128236,2025-04-04T03:06:53.836553,3,642uatom,
channel-141,4403831,25128232,2025-04-04T03:06:31.554032,25128234,2025-04-04T03:06:41.555455,2,695uatom,
channel-141,4403830,25128227,2025-04-04T03:06:00.851199,25128229,2025-04-04T03:06:12.864508,2,2109uatom,
channel-141,4403829,25128225,2025-04-04T03:05:50.913488,25128227,2025-04-04T03:06:00.851199,2,638uatom,
channel-141,4403828,25128221,2025-04-04T03:05:26.739103,25128224,2025-04-04T03:05:44.893901,3,694uatom,
channel-141,4403827,25128220,2025-04-04T03:05:20.673264,25128222,2025-04-04T03:05:32.979676,2,674uatom,
channel-141,4403826,25128212,2025-04-04T03:04:32.225928,25128214,2025-04-04T03:04:44.484653,2,2443uatom,
channel-277,52971,25128209,2025-04-04T03:04:12.554545,25128212,2025-04-04T03:04:32.225928,3,2579uatom,
channel-569,345420,25128205,2025-04-04T03:03:54.315532,25128209,2025-04-04T03:04:12.554545,4,2719uatom,
channel-141,4403825,25128200,2025-04-04T03:03:23.741813,25128202,2025-04-04T03:03:35.970535,2,10837uatom,
channel-141,4403824,25128197,2025-04-04T03:03:05.448114,25128199,2025-04-04T03:03:17.536793,2,1086uatom,
channel-569,345419,25128196,2025-04-04T03:02:59.230997,25128198,2025-04-04T03:03:11.514832,2,4450uatom,
channel-326,131515,25128185,2025-04-04T03:01:52.835325,25128189,2025-04-04T03:02:17.168922,4,413uatom,
channel-1266,44836,25128177,2025-04-04T03:01:05.618729,25128180,2025-04-04T03:01:23.997119,3,1367uatom,
channel-141,4403823,25128171,2025-04-04T03:00:32.583481,25128175,2025-04-04T03:00:52.966576,4,709uatom,
channel-141,4403822,25128148,2025-04-04T02:58:14.153806,25128150,2025-04-04T02:58:26.317526,2,395uatom,
channel-141,4403821,25128134,2025-04-04T02:56:55.979995,25128136,2025-04-04T02:57:08.031581,2,618uatom,
channel-859,24816,25128132,2025-04-04T02:56:45.920322,25128136,2025-04-04T02:57:08.031581,4,643uatom,
channel-569,345418,25128131,2025-04-04T02:56:39.884923,25128133,2025-04-04T02:56:49.877610,2,422uatom,
channel-141,4403819,25128126,2025-04-04T02:56:09.430287,25128128,2025-04-04T02:56:21.432998,2,2276uatom,
channel-141,4403820,25128126,2025-04-04T02:56:09.430287,25128128,2025-04-04T02:56:21.432998,2,2276uatom,
channel-141,4403818,25128120,2025-04-04T02:55:36.940066,25128123,2025-04-04T02:55:51.114819,3,675uatom,
channel-141,4403817,25128118,2025-04-04T02:55:24.760904,25128120,2025-04-04T02:55:36.940066,2,395uatom,
channel-141,4403816,25128115,2025-04-04T02:55:06.291755,25128117,2025-04-04T02:55:18.729912,2,365uatom,
channel-940,1410,25128115,2025-04-04T02:55:06.291755,25128119,2025-04-04T02:55:30.811244,4,365uatom,
channel-141,4403814,25128114,2025-04-04T02:55:00.129828,25128116,2025-04-04T02:55:12.689551,2,638uatom,
channel-141,4403815,25128114,2025-04-04T02:55:00.129828,25128116,2025-04-04T02:55:12.689551,2,638uatom,
channel-141,4403813,25128111,2025-04-04T02:54:41.933410,25128113,2025-04-04T02:54:53.924416,2,695uatom,
channel-141,4403812,25128102,2025-04-04T02:53:56.042224,25128104,2025-04-04T02:54:06.135810,2,618uatom,
channel-141,4403811,25128092,2025-04-04T02:52:53.822526,25128094,2025-04-04T02:53:06.080375,2,367uatom,
channel-141,4403810,25128089,2025-04-04T02:52:35.742997,25128091,2025-04-04T02:52:47.800088,2,698uatom,
channel-141,4403809,25128079,2025-04-04T02:51:37.059835,25128082,2025-04-04T02:51:53.355505,3,464uatom,
channel-141,4403808,25128075,2025-04-04T02:51:16.890510,25128078,2025-04-04T02:51:30.980844,3,423uatom,
channel-141,4403807,25128073,2025-04-04T02:51:04.817645,25128075,2025-04-04T02:51:16.890510,2,3018uatom,
channel-241,42071,25128043,2025-04-04T02:48:13.093526,25128048,2025-04-04T02:48:39.341913,5,2158uatom,
channel-141,4403806,25128041,2025-04-04T02:48:00.969084,25128043,2025-04-04T02:48:13.093526,2,413uatom,
channel-569,345417,25128029,2025-04-04T02:46:49.014976,25128032,2025-04-04T02:47:04.904066,3,4820uatom,
channel-141,4403805,25128026,2025-04-04T02:46:29.857578,25128028,2025-04-04T02:46:42.361160,2,2438uatom,
channel-569,345416,25128023,2025-04-04T02:46:11.414880,25128025,2025-04-04T02:46:23.514858,2,2489uatom,
channel-141,4403803,25128021,2025-04-04T02:45:59.231555,25128023,2025-04-04T02:46:11.414880,2,3995uatom,
channel-141,4403804,25128021,2025-04-04T02:45:59.231555,25128023,2025-04-04T02:46:11.414880,2,3995uatom,
channel-141,4403802,25128019,2025-04-04T02:45:47.004722,25128021,2025-04-04T02:45:59.231555,2,365uatom,
channel-141,4403801,25128018,2025-04-04T02:45:40.716128,25128020,2025-04-04T02:45:53.124400,2,2147uatom,
channel-141,4403800,25128016,2025-04-04T02:45:28.564303,25128018,2025-04-04T02:45:40.716128,2,423uatom,
channel-141,4403798,25128015,2025-04-04T02:45:22.332785,25128017,2025-04-04T02:45:34.612595,2,414uatom,
channel-141,4403799,25128015,2025-04-04T02:45:22.332785,25128017,2025-04-04T02:45:34.612595,2,414uatom,
channel-569,345415,25128014,2025-04-04T02:45:16.352968,25128016,2025-04-04T02:45:28.564303,2,1615uatom,
channel-141,4403797,25128014,2025-04-04T02:45:16.352968,25128016,2025-04-04T02:45:28.564303,2,1615uatom,
channel-141,4403796,25128010,2025-04-04T02:44:56.070659,25128012,2025-04-04T02:45:08.170677,2,4046uatom,
channel-141,4403795,25128008,2025-04-04T02:44:44.041403,25128010,2025-04-04T02:44:56.070659,2,395uatom,
channel-141,4403794,25128005,2025-04-04T02:44:28.065194,25128007,2025-04-04T02:44:38.009741,2,1722uatom,
channel-141,4403793,25128004,2025-04-04T02:44:22.053430,25128007,2025-04-04T02:44:38.009741,3,694uatom,
channel-141,4403792,25127990,2025-04-04T02:42:57.831453,25127992,2025-04-04T02:43:09.688507,2,643uatom,
channel-141,4403791,25127980,2025-04-04T02:41:59.879760,25127983,2025-04-04T02:42:15.101644,3,565uatom,
channel-326,131514,25127980,2025-04-04T02:41:59.879760,25127984,2025-04-04T02:42:21.124268,4,565uatom,
channel-141,4403790,25127970,2025-04-04T02:41:03.283376,25127972,2025-04-04T02:41:15.792937,2,1118uatom,
channel-859,24815,25127967,2025-04-04T02:40:45.164343,25127970,2025-04-04T02:41:03.283376,3,642uatom,
channel-859,24814,25127955,2025-04-04T02:39:31.858437,25127958,2025-04-04T02:39:49.987716,3,4280uatom,
channel-569,345414,25127950,2025-04-04T02:39:07.431331,25127952,2025-04-04T02:39:15.411980,2,412uatom,
channel-569,345413,25127945,2025-04-04T02:38:37.057319,25127948,2025-04-04T02:38:55.206593,3,673uatom,
channel-569,345412,25127944,2025-04-04T02:38:30.979473,25127947,2025-04-04T02:38:49.124166,3,365uatom,
channel-141,4403789,25127939,2025-04-04T02:38:00.661247,25127941,2025-04-04T02:38:12.612232,2,365uatom,
channel-569,345411,25127933,2025-04-04T02:37:24.429696,25127935,2025-04-04T02:37:36.515737,2,2748uatom,
channel-141,4403788,25127928,2025-04-04T02:36:56.312399,25127931,2025-04-04T02:37:12.174620,3,1656uatom,
channel-859,24813,25127911,2025-04-04T02:35:15.635387,25127915,2025-04-04T02:35:39.820447,4,394uatom,
channel-632,735,25127894,2025-04-04T02:33:39.131486,25127897,2025-04-04T02:33:57.208182,3,685uatom,
channel-141,4403786,25127883,2025-04-04T02:32:34.251062,25127885,2025-04-04T02:32:47.125202,2,682uatom,
channel-141,4403787,25127883,2025-04-04T02:32:34.251062,25127885,2025-04-04T02:32:47.125202,2,682uatom,
channel-141,4403785,25127880,2025-04-04T02:32:20.036259,25127882,2025-04-04T02:32:28.099580,2,2210uatom,
channel-141,4403783,25127873,2025-04-04T02:31:39.910577,25127875,2025-04-04T02:31:51.956867,2,705uatom,
